Hotel id,City,Stars,Room id,Price,Room Type,Details,Rating,Pricing Policy
Hotel London,Barcelona,3,AT_0012_015,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_016,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_017,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_018,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_019,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_020,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_021,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_022,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_023,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_024,59,Double,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_025,63,Triple,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_026,63,Triple,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_027,63,Triple,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel London,Barcelona,3,AT_0012_028,63,Triple,"Glyfada, Athens - 11.9 km -",8.1,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_000,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_001,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_002,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_003,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_004,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_005,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_006,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_007,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_008,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_009,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_010,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_011,141,Double,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_012,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_013,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_014,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_015,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_016,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_017,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_018,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_019,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Hotel Lozenge,Barcelona,4,AT_0013_020,254,Triple,"Syntagma, Athens - 300 m - Metro access -",9.2,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_000,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_001,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_002,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_003,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_004,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_005,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_006,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_007,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_008,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_009,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_010,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_011,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_012,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_013,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_014,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_015,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_016,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_017,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_018,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_019,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_020,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_021,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_022,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_023,92,Double,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_024,139,Triple,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_025,139,Triple,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_026,139,Triple,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_027,139,Triple,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_028,139,Triple,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
Metropolis Hotel,Barcelona,2,AT_0014_029,139,Triple,"Plaka, Athens - 350 m - Metro access -",8.1,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_000,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_001,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_002,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_003,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_004,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_005,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_006,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_007,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_008,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_009,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_010,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_011,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_012,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_013,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_014,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_015,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_016,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_017,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_018,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_019,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_020,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_021,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_022,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_023,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_024,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
NLH KERAMEIKOS - Neighborhood Lifestyle Hotels,Barcelona,3,AT_0015_025,102,Double,"Psiri, Athens - 1.3 km - Metro access -",9.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_000,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_001,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_002,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_003,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_004,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_005,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_006,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_007,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_008,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_009,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_010,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_011,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_012,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_013,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_014,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_015,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_016,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_017,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_018,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_019,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_020,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_021,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_022,138,Double,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_023,158,Triple,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_024,158,Triple,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
Titania Hotel,Barcelona,4,AT_0016_025,158,Triple,"Athens City Centre, Athens - 0.9 km - Metro access -",8.4,fairplay
